ID,Pred
2018_1104_1112,0.34463355726251105
2018_1104_1113,0.4775254166792289
2018_1104_1116,0.5098670349055032
2018_1104_1120,0.3485667945492593
2018_1104_1137,0.6634284608179604
2018_1104_1138,0.5438040750557631
2018_1104_1139,0.47031293433343535
2018_1104_1153,0.20610137341396667
2018_1104_1155,0.3476935903543457
2018_1104_1158,0.6571105992939675
2018_1104_1166,0.4888229131238752
2018_1104_1168,0.8065978537955011
2018_1104_1172,0.5603996663165642
2018_1104_1181,0.19338648308944387
2018_1104_1196,0.4140971966296968
2018_1104_1199,0.5246121764327732
2018_1104_1209,0.718142189447328
2018_1104_1211,0.21973336368837573
2018_1104_1222,0.3090171140622566
2018_1104_1233,0.7762817600713668
2018_1104_1242,0.30137507936832886
2018_1104_1243,0.5470415431930026
2018_1104_1246,0.3517014958461021
2018_1104_1252,0.7739497021049094
2018_1104_1254,0.9214035634568809
2018_1104_1260,0.49679781411250157
2018_1104_1267,0.6872352014546483
2018_1104_1274,0.5296731845518516
2018_1104_1276,0.31524741900894554
2018_1104_1277,0.22894336185887462
2018_1104_1281,0.5153328183147535
2018_1104_1285,0.6187312232145499
2018_1104_1293,0.5157451732357248
2018_1104_1300,0.9529101251623301
2018_1104_1301,0.5165820335392033
2018_1104_1305,0.3461162862656318
2018_1104_1308,0.4713308321103578
2018_1104_1314,0.2736643568239342
2018_1104_1326,0.36341209465856256
2018_1104_1328,0.5895885176663638
2018_1104_1335,0.697590242692722
2018_1104_1344,0.6071264507405111
2018_1104_1345,0.22061716840496157
2018_1104_1347,0.801898242215895
2018_1104_1348,0.4613518884089314
2018_1104_1355,0.61689126756046
2018_1104_1361,0.5371710857632347
2018_1104_1371,0.46986580582681586
2018_1104_1372,0.7014274920695893
2018_1104_1382,0.5211616925638448
2018_1104_1393,0.5311610845888753
2018_1104_1395,0.40251501784021626
2018_1104_1397,0.34702191080492956
2018_1104_1400,0.5136830394283386
2018_1104_1401,0.4475329089065325
2018_1104_1403,0.3805557138724391
2018_1104_1411,0.9274500043454179
2018_1104_1417,0.49898035678375463
2018_1104_1420,0.8481583976766389
2018_1104_1422,0.5360098801485155
2018_1104_1437,0.14819746189842245
2018_1104_1438,0.1122770269095397
2018_1104_1439,0.5076247661379337
2018_1104_1452,0.3338022041459845
2018_1104_1455,0.30379450626931415
2018_1104_1460,0.7524626486452339
2018_1104_1462,0.27709724897584354
2018_1112_1113,0.6347742765700269
2018_1112_1116,0.664226437114783
2018_1112_1120,0.5043418513190459
2018_1112_1137,0.7894017577689133
2018_1112_1138,0.6938922410317516
2018_1112_1139,0.6280416814523629
2018_1112_1153,0.33051100004078043
2018_1112_1155,0.5033799568968268
2018_1112_1158,0.7846811036855142
2018_1112_1166,0.645197926345343
2018_1112_1168,0.8880291873920712
2018_1112_1172,0.7079600528822552
2018_1112_1181,0.31314838734686024
2018_1112_1196,0.5733811393294296
2018_1112_1199,0.6772672064205847
2018_1112_1209,0.8289179192970694
2018_1112_1211,0.34875686356216623
2018_1112_1222,0.45958696034346774
2018_1112_1233,0.868394921191691
2018_1112_1242,0.450649803456654
2018_1112_1243,0.6966587253413454
2018_1112_1246,0.5077854661759841
2018_1112_1252,0.8668583736286685
2018_1112_1254,0.9570691347161836
2018_1112_1260,0.6524676749823848
2018_1112_1267,0.8068916493724463
2018_1112_1274,0.6816891220789055
2018_1112_1276,0.4668021734438809
2018_1112_1277,0.3608736306294884
2018_1112_1281,0.6690880511522036
2018_1112_1285,0.7552625111879848
2018_1112_1293,0.6694534988760663
2018_1112_1300,0.9746716276925873
2018_1112_1301,0.6701945927030429
2018_1112_1305,0.5016395221838731
2018_1112_1308,0.628995576985404
2018_1112_1314,0.41741430811815294
2018_1112_1326,0.5205204060716004
2018_1112_1328,0.7320360741805515
2018_1112_1335,0.8143552522586545
2018_1112_1344,0.7461081401187121
2018_1112_1345,0.34992688668228095
2018_1112_1347,0.8850262767446789
2018_1112_1348,0.6195907182373694
2018_1112_1355,0.7538192822308613
2018_1112_1361,0.6881902292937179
2018_1112_1371,0.6276222782162545
2018_1112_1372,0.8170993461716294
2018_1112_1382,0.6742367018131294
2018_1112_1393,0.6829839430926691
2018_1112_1395,0.5616142738413669
2018_1112_1397,0.5026392707148835
