ID,Pred
2018_1104_1112,0.335850673122185
2018_1104_1113,0.5061034432753898
2018_1104_1116,0.40339486250325685
2018_1104_1120,0.3364178255398325
2018_1104_1137,0.7102020499450993
2018_1104_1138,0.5497863101406242
2018_1104_1139,0.47232179364626325
2018_1104_1153,0.2239764798985922
2018_1104_1155,0.36095634444778146
2018_1104_1158,0.61923996849142
2018_1104_1166,0.4555085371745202
2018_1104_1168,0.7549732949524801
2018_1104_1172,0.6077823884468133
2018_1104_1181,0.2837622934496132
2018_1104_1196,0.4358174574661629
2018_1104_1199,0.4951658550045869
2018_1104_1209,0.7666336748093895
2018_1104_1211,0.2951608259737569
2018_1104_1222,0.36321778256179216
2018_1104_1233,0.8040085801545535
2018_1104_1242,0.24549761866510147
2018_1104_1243,0.4233455975759496
2018_1104_1246,0.34972624919816386
2018_1104_1252,0.744663070947243
2018_1104_1254,0.9083422706481457
2018_1104_1260,0.44423446840154923
2018_1104_1267,0.6792258346121762
2018_1104_1274,0.4267646492761273
2018_1104_1276,0.30758846217923896
2018_1104_1277,0.2430397668296848
2018_1104_1281,0.48782115535269766
2018_1104_1285,0.6345289817276067
2018_1104_1293,0.5381951026949601
2018_1104_1300,0.9405386875319591
2018_1104_1301,0.47916450993764037
2018_1104_1305,0.417858616685294
2018_1104_1308,0.48294992013901994
2018_1104_1314,0.297219889974165
2018_1104_1326,0.3754444099808274
2018_1104_1328,0.48264499724648424
2018_1104_1335,0.7211344258536947
2018_1104_1344,0.45525198235534936
2018_1104_1345,0.2795128449452232
2018_1104_1347,0.8166747795893867
2018_1104_1348,0.43024583807836925
2018_1104_1355,0.5247707680762023
2018_1104_1361,0.5780535583800058
2018_1104_1371,0.4417529357985805
2018_1104_1372,0.691077630664779
2018_1104_1382,0.4760539083414578
2018_1104_1393,0.51171226960762
2018_1104_1395,0.4194456075667037
2018_1104_1397,0.2996625988336923
2018_1104_1400,0.47848860898763595
2018_1104_1401,0.43743488680773474
2018_1104_1403,0.35158039199037416
2018_1104_1411,0.9356525034337835
2018_1104_1417,0.4840379869728258
2018_1104_1420,0.776615553528951
2018_1104_1422,0.6195066209728648
2018_1104_1437,0.18013086552866392
2018_1104_1438,0.1237636220371899
2018_1104_1439,0.47015902372751955
2018_1104_1452,0.34105949434670163
2018_1104_1455,0.3384188704193226
2018_1104_1460,0.7320233247633101
2018_1104_1462,0.21674072141217526
2018_1112_1113,0.669573204704267
2018_1112_1116,0.5721187288140769
2018_1112_1120,0.5006353990305406
2018_1112_1137,0.8289502836157195
2018_1112_1138,0.7071635521544175
2018_1112_1139,0.6389971767039556
2018_1112_1153,0.3633620502377129
2018_1112_1155,0.5276279874130004
2018_1112_1158,0.7628129732055116
2018_1112_1166,0.623258614763276
2018_1112_1168,0.8590177453076002
2018_1112_1172,0.7539591230792273
2018_1112_1181,0.43929227025034356
2018_1112_1196,0.6043649404098717
2018_1112_1199,0.659822472165817
2018_1112_1209,0.8666016937513595
2018_1112_1211,0.45298706049365395
2018_1112_1222,0.5300674963288072
2018_1112_1233,0.8902580278189238
2018_1112_1242,0.39151919837611493
2018_1112_1243,0.5921320283274212
2018_1112_1246,0.5153945456554955
2018_1112_1252,0.852228595089184
2018_1112_1254,0.9514503412307526
2018_1112_1260,0.6125031542019683
2018_1112_1267,0.807221572424569
2018_1112_1274,0.5955065151656158
2018_1112_1276,0.4676509046254099
2018_1112_1277,0.38835189218133803
2018_1112_1281,0.6531955249628594
2018_1112_1285,0.7744369201711355
2018_1112_1293,0.6973940239323498
2018_1112_1300,0.9690207160871226
2018_1112_1301,0.6453016396905522
2018_1112_1305,0.586683093046722
2018_1112_1308,0.6487646728815122
2018_1112_1314,0.45543570998234356
2018_1112_1326,0.543120232968631
2018_1112_1328,0.6484863629844211
2018_1112_1335,0.8364346909203195
2018_1112_1344,0.623015685648338
2018_1112_1345,0.4341254258276409
2018_1112_1347,0.8980569893229382
2018_1112_1348,0.5989260154460693
2018_1112_1355,0.685896594651755
2018_1112_1361,0.7303951879527113
2018_1112_1371,0.610113540127245
2018_1112_1372,0.8156279419997203
2018_1112_1382,0.6424428555085239
2018_1112_1393,0.6745194987559199
2018_1112_1395,0.5882633410961621
2018_1112_1397,0.4583307049700045
2018_1112_1400,0.6446814632734452
2018_1112_1401,0.6059360766195944
2018_1112_1403,0.5174281227195215
2018_1112_1411,0.9663913856074359
2018_1112_1417,0.6497568577038209
2018_1112_1420,0.8730158637808936
2018_1112_1422,0.7630175582044484
2018_1112_1437,0.30288002844048206
2018_1112_1438,0.21833050084948669
2018_1112_1439,0.6369925139853642
