ID,Pred
2018_3110_3113,0.5206643972165368
2018_3110_3114,0.489070686804746
2018_3110_3124,0.5396721267764377
2018_3110_3125,0.4968636373437697
2018_3110_3129,0.5474650773154615
2018_3110_3138,0.8049216254557021
2018_3110_3141,0.512502276953779
2018_3110_3143,0.516609706351139
2018_3110_3163,0.5438322947057597
2018_3110_3166,0.512396799889855
2018_3110_3169,0.5474650773154615
2018_3110_3173,0.5126604925496651
2018_3110_3177,0.5242444412942765
2018_3110_3179,0.4929144235422958
2018_3110_3181,0.5279827009679022
2018_3110_3189,0.3078752201130118
2018_3110_3195,0.5046565878827932
2018_3110_3199,0.5396721267764377
2018_3110_3203,0.40291031540132455
2018_3110_3208,0.5319846533013382
2018_3110_3211,0.5478244979291423
2018_3110_3212,0.5474650773154615
2018_3110_3234,0.3291959815990882
2018_3110_3251,0.07382001654622034
2018_3110_3257,0.5438850332377217
2018_3110_3261,0.5241389642303524
2018_3110_3263,0.5480979396990058
2018_3110_3266,0.5204007045567267
2018_3110_3268,0.05
2018_3110_3273,0.4968108988118077
2018_3110_3274,0.5202952274928027
2018_3110_3276,0.05
2018_3110_3278,0.1109581297037225
2018_3110_3280,0.5435686020459496
2018_3110_3281,0.535775651506926
2018_3110_3294,0.5007601126132815
2018_3110_3299,0.5479397241031196
2018_3110_3301,0.2978757129571607
2018_3110_3304,0.5475178158474234
2018_3110_3311,0.5474650773154615
2018_3110_3323,0.5436213405779116
2018_3110_3326,0.5281936550957503
2018_3110_3328,0.5475178158474234
2018_3110_3329,0.512396799889855
2018_3110_3332,0.7270331129965265
2018_3110_3333,0.5281409165637883
2018_3110_3343,0.1386876069124331
2018_3110_3346,0.32557394634486364
2018_3110_3355,0.5047620649467173
2018_3110_3370,0.5475178158474234
2018_3110_3376,0.535775651506926
2018_3110_3378,0.5241389642303524
2018_3110_3384,0.41513138814704426
2018_3110_3390,0.5319846533013382
2018_3110_3393,0.6959560405488787
2018_3110_3397,0.53588112857085
2018_3110_3400,0.5396721267764377
2018_3110_3401,0.5279827009679022
2018_3110_3417,0.53588112857085
2018_3110_3437,0.3999771444347464
2018_3110_3438,0.5086585402162291
2018_3110_3443,0.5046565878827932
2018_3110_3453,0.5242971798262386
2018_3113_3114,0.5365754538476918
2018_3113_3124,0.4236381621830163
2018_3113_3125,0.47416736540263954
2018_3113_3129,0.5252434521619894
2018_3113_3138,0.95
2018_3113_3141,0.48996422060853495
2018_3113_3143,0.5900836335334397
2018_3113_3163,0.25645948303329597
2018_3113_3166,0.4903333903322691
2018_3113_3169,0.95
2018_3113_3173,0.5718654327566235
2018_3113_3177,0.4434692117887792
2018_3113_3179,0.4703763671970517
2018_3113_3181,0.31861104372218957
2018_3113_3189,0.5247688053743312
2018_3113_3195,0.4818548388777391
2018_3113_3199,0.4940501552949404
2018_3113_3203,0.22066978017392594
2018_3113_3208,0.704607698618858
2018_3113_3211,0.95
2018_3113_3212,0.95
2018_3113_3234,0.5410305582578316
2018_3113_3251,0.4663216763316539
2018_3113_3257,0.7319500938447058
2018_3113_3261,0.17415427488863972
2018_3113_3263,0.5249270209702173
2018_3113_3266,0.33411296244726735
2018_3113_3268,0.05
2018_3113_3273,0.4740618883387155
2018_3113_3274,0.5683801183873308
2018_3113_3276,0.4862259609349092
2018_3113_3278,0.4861732224029472
2018_3113_3280,0.6851494011886551
2018_3113_3281,0.8647174368697201
2018_3113_3294,0.47816931773607546
2018_3113_3299,0.5247160668423692
2018_3113_3301,0.4277563389358535
2018_3113_3304,0.7950857743817492
2018_3113_3311,0.95
2018_3113_3323,0.23305913670527062
2018_3113_3326,0.5056028602185443
2018_3113_3328,0.4162527900923859
2018_3113_3329,0.490016959140497
2018_3113_3332,0.6078797938303352
2018_3113_3333,0.5886350112300873
2018_3113_3343,0.4782747947999995
2018_3113_3346,0.4780638406721514
2018_3113_3355,0.7161747333497647
2018_3113_3370,0.5258763145455337
2018_3113_3376,0.5138704575452261
2018_3113_3378,0.95
2018_3113_3384,0.4625834166580281
2018_3113_3390,0.2624492237269554
2018_3113_3393,0.6149171183835714
2018_3113_3397,0.2798142557330107
2018_3113_3400,0.3069001232026997
2018_3113_3401,0.5646838498901898
2018_3113_3417,0.5005392803561691
2018_3113_3437,0.6109151660501355
2018_3113_3438,0.7201766856832006
2018_3113_3443,0.6929326026176255
2018_3113_3453,0.2791394021729816
2018_3114_3124,0.05
2018_3114_3125,0.5004901997825116
2018_3114_3129,0.5507224700304691
2018_3114_3138,0.5507752085624311
2018_3114_3141,0.5158124082007487
2018_3114_3143,0.5195506678743745
2018_3114_3163,0.5476170727403876
2018_3114_3166,0.49230658480879935
2018_3114_3169,0.5507224700304691
2018_3114_3173,0.5158124082007487
2018_3114_3177,0.5276073110732082
2018_3114_3179,0.47308790112105037
2018_3114_3181,0.531451047810758
2018_3114_3189,0.5507752085624311
2018_3114_3195,0.5080721961936872
2018_3114_3199,0.5428767809594834
2018_3114_3203,0.5508806856263552
2018_3114_3208,0.535505738676156
2018_3114_3211,0.5039647667963272
2018_3114_3212,0.95
2018_3114_3234,0.5196034064063365
2018_3114_3251,0.4924335565836778
2018_3114_3257,0.5469842103568433
2018_3114_3261,0.35917755604338786
2018_3114_3263,0.5507224700304691
2018_3114_3266,0.5234998816758484
2018_3114_3268,0.5351365689524219
2018_3114_3273,0.5005429383144736
2018_3114_3274,0.5234998816758484
2018_3114_3276,0.5118104558673129
2018_3114_3278,0.511863194399275
2018_3114_3280,0.05
2018_3114_3281,0.5395604295415539
2018_3114_3294,0.7847689227326313
2018_3114_3299,0.5509861626902792
2018_3114_3301,0.5352947845483079
2018_3114_3304,0.15312753658188646
2018_3114_3311,0.8791183966022542
2018_3114_3323,0.5469842103568433
2018_3114_3326,0.5313983092787959
2018_3114_3328,0.23670020203911982
2018_3114_3329,0.5865935710364071
2018_3114_3332,0.5428767809594834
2018_3114_3333,0.531187355150948
2018_3114_3343,0.5039647667963272
2018_3114_3346,0.5040175053282892
2018_3114_3355,0.36793381088534527
2018_3114_3370,0.7613255869826971
2018_3114_3376,0.5392439983497818
2018_3114_3378,0.44649717690455
2018_3114_3384,0.48848434278220393
2018_3114_3390,0.5350838304204599
2018_3114_3393,0.5236053587397724
2018_3114_3397,0.5394022139456678
2018_3114_3400,0.05
2018_3114_3401,0.1830495801829906
2018_3114_3417,0.5389803056899717
2018_3114_3437,0.5196034064063365
2018_3114_3438,0.5117577173353509
2018_3114_3443,0.2668276339694883
2018_3114_3453,0.1763384234930181
2018_3124_3125,0.4580386174234869
2018_3124_3129,0.5085873188632166
2018_3124_3138,0.5084818417992926
2018_3124_3141,0.4736245185015342
2018_3124_3143,0.95
2018_3124_3163,0.3811547212779916
2018_3124_3166,0.47404642675723035
2018_3124_3169,0.5084818417992926
2018_3124_3173,0.4734663029056481
2018_3124_3177,0.95
2018_3124_3179,0.3610154036295319
2018_3124_3181,0.5598861053513157
2018_3124_3189,0.5087982729910647
2018_3124_3195,0.46620073768624465
2018_3124_3199,0.95
2018_3124_3203,0.5085873188632166
2018_3124_3208,0.7743856975730555
2018_3124_3211,0.95
2018_3124_3212,0.95
2018_3124_3234,0.8290008354790842
2018_3124_3251,0.95
2018_3124_3257,0.6300200759961269
2018_3124_3261,0.38654807333146823
2018_3124_3263,0.5083763647353685
2018_3124_3266,0.48136473050859585
2018_3124_3268,0.05
2018_3124_3273,0.95
2018_3124_3274,0.6455363245285074
2018_3124_3276,0.46999173589183246
2018_3124_3278,0.95
2018_3124_3280,0.903604240341338
2018_3124_3281,0.8015770421066687
2018_3124_3294,0.46209330828888484
2018_3124_3299,0.95
2018_3124_3301,0.6105305347449163
2018_3124_3304,0.6571586819977779
2018_3124_3311,0.95
2018_3124_3323,0.6109416956451351
2018_3124_3326,0.8875964310075946
2018_3124_3328,0.6094264284322445
2018_3124_3329,0.7807654329731156
2018_3124_3332,0.95
2018_3124_3333,0.4194840273831637
2018_3124_3343,0.95
2018_3124_3346,0.4618296156290747
2018_3124_3355,0.7003624165623842
2018_3124_3370,0.5085873188632166
2018_3124_3376,0.49758349397018736
2018_3124_3378,0.5440785027899431
2018_3124_3384,0.4461909760190653
2018_3124_3390,0.6155797737342554
2018_3124_3393,0.9029401341367861
2018_3124_3397,0.7553564733022002
2018_3124_3400,0.5991180887707903
